Channel;Company;Category;Subcategory;Year;Month;U;$
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Nov;12850;2200480
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2021;Aug;2704;410720
B&M;Other exclusives;Make Up;Brows;2022;Dec;4444;715691
Online;Other exclusives;Make Up;Bronzers;2023;Dec;1688;293809
B&M;Estée Lauder Brasil;Make Up;Mascaras;2021;Jan;6018;770545
Online;Other exclusives;Make Up;Foundations;2022;Aug;2243;474341
Online;Other exclusives;Make Up;Make Up Accessories;2023;Nov;1654;205397
B&M;Other exclusives;Make Up;Make Up Accessories;2021;Dec;1536;196253
B&M;Other exclusives;Make Up;Powders;2022;Mar;3221;629211
B&M;Other exclusives;Make Up;Foundations;2022;Mar;2961;556732
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Dec;28928;7140413
B&M;Estée Lauder Brasil;Make Up;Lipstick;2023;Feb;28753;3491866
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Nov;1719;215735
Online;Other exclusives;Make Up;Lipstick;2023;Jul;4113;502735
B&M;Other exclusives;Make Up;Brows;2022;Jul;3290;507361
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Jul;1518;209594
B&M;Estée Lauder Brasil;Make Up;Mascaras;2022;Feb;6228;974692
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2021;Jul;2647;404135
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Apr;1688;266944
Online;Other exclusives;Make Up;Blush;2023;Sep;2385;366149
B&M;Estée Lauder Brasil;Make Up;Eye liner;2022;Aug;9287;1455925
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Dec;1594;226034
B&M;Estée Lauder Brasil;Make Up;Lipstick;2021;Oct;21578;2217598
B&M;LVMH Brasil;Make Up;Brows;2022;Dec;10940;1806990
Online;Estée Lauder Brasil;Make Up;Lip Gloss;2021;Jan;2719;251559
B&M;Other exclusives;Make Up;Make Up Accessories;2023;May;1738;290795
B&M;Other exclusives;Skincare;Moisturizing;2023;Dec;2505;862509
B&M;Other exclusives;Make Up;Brows;2022;Mar;3090;456396
B&M;Estée Lauder Brasil;Make Up;Eye liner;2022;Oct;9868;1518038
Online;LVMH Brasil;Make Up;Brows;2023;Nov;8221;1053027
B&M;Estée Lauder Brasil;Make Up;Concealer;2021;Nov;16791;2780175
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Nov;1574;210240
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Sep;3637;859831
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Sep;1491;199381
B&M;Estée Lauder Brasil;Make Up;Eye liner;2023;Jan;7999;1280084
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Dec;1758;257307
B&M;Other exclusives;Make Up;Bronzers;2023;Jun;2058;391568
B&M;Estée Lauder Brasil;Make Up;Eye liner;2022;Jan;5618;746352
B&M;Other exclusives;Make Up;Mixed face;2023;Dec;1462;342844
B&M;Estée Lauder Brasil;Make Up;Make Up Accessories;2021;Aug;4221;451845
Online;Other Companies;Make Up;Setting Spray;2021;Feb;2467;135624
B&M;Estée Lauder Brasil;Make Up;Blush;2021;Dec;10001;1762223
B&M;Other exclusives;Make Up;Powders;2023;May;4282;887552
B&M;Estée Lauder Brasil;Make Up;Lip liner;2021;Dec;2944;291577
Online;LVMH Brasil;Make Up;Lipstick;2021;Jun;3808;335418
B&M;LVMH Brasil;Make Up;Bronzers;2023;Nov;2950;568840
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Jan;4344;863517
B&M;Other exclusives;Make Up;Powders;2021;Sep;3935;715461
Online;Other exclusives;Make Up;Lip Gloss;2023;Nov;2518;335601
B&M;Estée Lauder Brasil;Make Up;Highlighter;2021;Oct;2828;577429
B&M;Estée Lauder Brasil;Make Up;Mascaras;2023;Sep;6759;1423872
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Sep;7721;1925031
B&M;Estée Lauder Brasil;Make Up;Eye liner;2021;Jan;4980;504910
B&M;Other exclusives;Make Up;Setting Spray;2023;Jul;2632;405526
B&M;Other exclusives;Make Up;Brows;2022;Apr;3175;462212
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;May;3872;799923
B&M;Other exclusives;Make Up;Lip Gloss;2023;Mar;3351;430881
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;Dec;4445;1134401
B&M;Estée Lauder Brasil;Make Up;Eye liner;2022;Sep;10256;1628942
B&M;Other exclusives;Make Up;Brows;2022;Sep;3653;542284
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Mar;9230;1959980
B&M;Other exclusives;Make Up;Mixed Make up;2022;Mar;1686;308752
B&M;Estée Lauder Brasil;Make Up;Make Up Accessories;2022;Nov;3261;563025
B&M;Estée Lauder Brasil;Make Up;Mascaras;2023;Aug;6563;1370590
Online;Other exclusives;Make Up;Highlighter;2021;Nov;2368;302774
B&M;Other exclusives;Make Up;Brows;2022;Oct;3787;597103
B&M;Other exclusives;Make Up;Mixed Make up;2022;Aug;1565;297049
B&M;Estée Lauder Brasil;Make Up;Foundations;2023;Oct;26177;7410982
B&M;Other exclusives;Make Up;Highlighter;2023;Aug;3020;587395
B&M;Other exclusives;Make Up;Lipstick;2023;Aug;5139;714840
Online;Other exclusives;Make Up;Blush;2023;Jan;1882;275401
B&M;LVMH Brasil;Make Up;Lip Gloss;2023;Nov;7971;1619519
B&M;LVMH Brasil;Make Up;Primer;2023;Dec;3241;618605
Online;Estée Lauder Brasil;Make Up;Lipstick;2023;Sep;10727;1300468
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Jun;3746;775091
B&M;Other exclusives;Make Up;Lipstick;2022;Jun;3220;476043
B&M;Other exclusives;Make Up;Lip Gloss;2021;Jul;1511;102989
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Dec;14314;2668922
B&M;LVMH Brasil;Make Up;Brows;2023;Jul;10535;1648633
B&M;Estée Lauder Brasil;Make Up;Concealer;2021;Oct;13039;2123821
B&M;Other exclusives;Make Up;Powders;2021;Jul;4015;692161
B&M;LVMH Brasil;Make Up;Brows;2023;Oct;9455;1493065
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;May;12422;2155682
Online;Estée Lauder Brasil;Make Up;Setting Spray;2021;Nov;2339;314901
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;May;4592;1462014
Online;Other exclusives;Make Up;Foundations;2023;Jul;2867;502659
B&M;Other exclusives;Make Up;Brows;2021;Nov;3320;435667
Online;Other exclusives;Make Up;Bronzers;2023;Nov;2024;330617
B&M;Other exclusives;Skincare;BC Moisturizer;2023;Nov;2446;506102
B&M;Other exclusives;Make Up;Setting Spray;2022;Dec;2416;365498
B&M;Estée Lauder Brasil;Make Up;Mascaras;2021;Feb;4715;631330
B&M;Other exclusives;Make Up;Foundations;2022;Feb;2796;518803
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Mar;1617;266994
B&M;LVMH Brasil;Make Up;Primer;2023;Nov;3483;624940
B&M;Estée Lauder Brasil;Make Up;Mascaras;2022;Jan;4764;717975
B&M;Other exclusives;Make Up;Foundations;2021;Aug;2487;497030
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2021;Jun;2468;364209
B&M;L'Oréal Brasil;Make Up;Mascaras;2023;Nov;6664;1106020
B&M;LVMH Brasil;Make Up;Bronzers;2023;Dec;2639;559659
B&M;LVMH Brasil;Make Up;Mixed Make up;2023;Nov;3845;899206
B&M;Other exclusives;Make Up;Bronzers;2022;Dec;1838;313460
B&M;Estée Lauder Brasil;Make Up;Foundations;2023;Dec;25427;7326554
B&M;Estée Lauder Brasil;Make Up;Lipstick;2022;Mar;24761;2832020
B&M;Other exclusives;Make Up;Lip Gloss;2022;Feb;1576;186176
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Jul;3910;818792
B&M;Other exclusives;Make Up;Brows;2023;Dec;4868;751509
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Apr;4450;1356815
Online;Other exclusives;Make Up;Lip Gloss;2023;Dec;2380;383871
B&M;Estée Lauder Brasil;Make Up;Make Up Accessories;2021;Apr;3096;299091
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Jun;4801;1438453
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Nov;5031;1790949
B&M;Other exclusives;Make Up;Powders;2021;May;3211;554688
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Oct;1623;235721
Online;Other exclusives;Make Up;Highlighter;2023;Apr;2700;443297
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Apr;8035;1727630
B&M;Estée Lauder Brasil;Make Up;Concealer;2023;Dec;15076;3603861
B&M;Other exclusives;Make Up;Lip liner;2022;Aug;1485;163187
B&M;LVMH Brasil;Make Up;Primer;2021;Dec;3031;448700
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Jul;11638;2191785
Online;Other exclusives;Make Up;Blush;2022;Dec;2015;308905
Online;Other exclusives;Make Up;Make Up Accessories;2023;Apr;1339;188621
Online;Estée Lauder Brasil;Make Up;Lipstick;2021;Nov;17250;1519142
Online;Estée Lauder Brasil;Make Up;Lipstick;2023;Jun;12538;1444955
Online;Other exclusives;Make Up;Mascaras;2023;Nov;2845;294800
B&M;Estée Lauder Brasil;Make Up;Blush;2021;Nov;10934;1852100
B&M;Other exclusives;Make Up;Mixed lips;2022;Nov;1293;325728
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Oct;10068;1907695
Online;Other exclusives;Make Up;Highlighter;2023;Jun;2508;403121
B&M;Estée Lauder Brasil;Make Up;Blush;2022;May;9963;1872391
Online;Estée Lauder Brasil;Make Up;Lipstick;2022;Oct;11342;1221274
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Apr;3527;729079
B&M;Estée Lauder Brasil;Make Up;Primer;2021;Dec;3047;591688
B&M;Other exclusives;Make Up;Powders;2021;Aug;3130;578826
B&M;Other exclusives;Make Up;Mascaras;2023;Apr;3069;346560
B&M;Estée Lauder Brasil;Make Up;Foundations;2023;Jul;22560;5632105
Online;L'Oréal Brasil;Make Up;Mascaras;2021;Nov;4894;608379
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2021;May;2877;384600
B&M;Estée Lauder Brasil;Make Up;Eye liner;2023;Feb;7327;1227142
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Oct;3330;1196467
B&M;Estée Lauder Brasil;Make Up;Primer;2023;Dec;3144;801587
B&M;Shiseido Brasil;Make Up;Concealer;2023;Nov;13138;2590953
B&M;Other exclusives;Make Up;Foundations;2022;Apr;2705;514956
B&M;Other exclusives;Make Up;Lip Gloss;2023;Feb;2770;377259
B&M;LVMH Brasil;Make Up;Brows;2022;Nov;10405;1557479
B&M;Other exclusives;Make Up;Lipstick;2021;Oct;2699;242897
Online;LVMH Brasil;Make Up;Concealer;2023;Nov;5973;1204334
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Apr;23817;5373715
B&M;Other exclusives;Make Up;Foundations;2022;May;2822;565420
B&M;Other exclusives;Make Up;Lipstick;2022;Sep;4341;604435
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Sep;1376;187002
B&M;Other exclusives;Make Up;Concealer;2022;Dec;4431;806740
B&M;Shiseido Brasil;Make Up;Concealer;2023;Dec;12992;2793633
B&M;Other exclusives;Make Up;Brows;2022;Feb;2562;358971
Online;LVMH Brasil;Make Up;Mixed Make up;2023;Dec;3296;1008558
Online;Other exclusives;Make Up;Bronzers;2023;Oct;1431;246560
B&M;Other exclusives;Make Up;Lip liner;2023;Dec;1986;230303
B&M;Other exclusives;Make Up;Concealer;2023;Apr;5051;861707
B&M;Other exclusives;Make Up;Foundations;2021;May;2725;531250
B&M;Other exclusives;Make Up;Eye liner;2022;May;3836;563053
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Aug;7944;1909303
B&M;Other exclusives;Make Up;Powders;2021;Jun;3375;573968
B&M;Estée Lauder Brasil;Make Up;Primer;2022;Jul;3098;712906
B&M;Other exclusives;Skincare;Moisturizing;2023;Oct;1834;686854
Online;Other exclusives;Make Up;Mixed Make up;2022;Dec;1561;336546
Online;Estée Lauder Brasil;Make Up;Highlighter;2023;Nov;1891;488578
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;May;3461;812315
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2023;May;9647;1310102
Online;Other exclusives;Make Up;Concealer;2023;Nov;4121;559002
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Oct;8793;2197069
B&M;Other exclusives;Skincare;Mixed Skincare;2023;Dec;1230;540676
B&M;Other exclusives;Skincare;BC others;2023;Sep;1789;357570
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Oct;12673;2282972
B&M;Estée Lauder Brasil;Make Up;Primer;2023;Aug;2514;622891
B&M;Estée Lauder Brasil;Make Up;Lip liner;2022;Nov;3128;328034
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2023;Jun;10896;1491182
B&M;Estée Lauder Brasil;Make Up;Eye liner;2021;Feb;4538;473405
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Jun;10795;2037190
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Jul;9662;1985430
B&M;Other exclusives;Skincare;BC others;2023;May;1890;381445
B&M;Estée Lauder Brasil;Make Up;Lip liner;2023;Nov;5102;638251
B&M;Other exclusives;Make Up;Concealer;2022;Jul;3974;671545
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Jul;23972;6028312
B&M;Estée Lauder Brasil;Make Up;Primer;2022;Sep;2871;644537
Online;Shiseido Brasil;Skincare;Multibenefit;2022;Nov;3820;858378
B&M;Other exclusives;Make Up;Mixed Make up;2021;Nov;2537;425678
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Jun;8942;1816378
Online;Estée Lauder Brasil;Make Up;Lip Gloss;2021;Apr;3153;258689
B&M;LVMH Brasil;Make Up;Brows;2023;Sep;9534;1486049
B&M;LVMH Brasil;Make Up;Brows;2023;Jan;10022;1571132
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Apr;12297;2101578
B&M;Estée Lauder Brasil;Make Up;Lip liner;2022;Sep;3660;401324
B&M;Other exclusives;Make Up;Setting Spray;2023;Sep;2261;343059
B&M;LVMH Brasil;Make Up;Brows;2023;Mar;9603;1496863
Online;Other exclusives;Make Up;Lipstick;2023;Oct;2520;348487
B&M;Estée Lauder Brasil;Make Up;Primer;2022;Jun;2549;570734
B&M;Other exclusives;Make Up;Highlighter;2022;Nov;3229;547161
B&M;LVMH Brasil;Make Up;Brows;2021;Dec;11055;1592619
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Aug;11508;2228636
Online;Other exclusives;Make Up;Lipstick;2023;Dec;2796;411594
Online;Other exclusives;Make Up;Bronzers;2023;Apr;1578;260789
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Jul;9382;2014149
Online;Estée Lauder Brasil;Make Up;Lipstick;2021;May;12272;936362
Online;Other exclusives;Make Up;Lipstick;2022;Aug;2382;338658
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Mar;19774;4452523
B&M;Estée Lauder Brasil;Make Up;Powders;2023;Nov;4627;1338677
B&M;Other exclusives;Make Up;Setting Spray;2021;Jul;1537;179054
B&M;Other exclusives;Make Up;Setting Spray;2022;Sep;2058;303484
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Jun;22358;5584102
B&M;Estée Lauder Brasil;Make Up;Highlighter;2023;Jan;2758;681012
Online;Estée Lauder Brasil;Make Up;Mascaras;2022;Oct;2875;431914
B&M;Other exclusives;Make Up;Setting Spray;2021;Oct;1735;215745
B&M;Other exclusives;Make Up;Setting Spray;2022;Oct;2010;297663
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Oct;1237;168648
Online;Estée Lauder Brasil;Make Up;Lipstick;2023;Mar;11514;1317062
B&M;Estée Lauder Brasil;Make Up;Concealer;2023;Jul;14542;2827718
Online;Other exclusives;Make Up;Mixed Make up;2023;Aug;1444;276325
B&M;Other exclusives;Make Up;Setting Spray;2023;Apr;1902;274723
B&M;Shiseido Brasil;Make Up;Concealer;2021;Nov;8843;1490092
B&M;Estée Lauder Brasil;Make Up;Blush;2023;Feb;7330;1539595
B&M;Estée Lauder Brasil;Make Up;Concealer;2022;Sep;12139;2334351
Online;L'Oréal Brasil;Make Up;Mascaras;2023;Nov;5899;811757
Online;Other exclusives;Make Up;Lipstick;2023;May;3094;443718
B&M;Estée Lauder Brasil;Make Up;Highlighter;2023;Oct;3061;896679
B&M;LVMH Brasil;Make Up;Brows;2023;May;9065;1466395
B&M;Other exclusives;Make Up;Mixed lips;2023;Nov;1159;278341
B&M;LVMH Brasil;Make Up;Brows;2023;Apr;8683;1386591
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Sep;3298;1135093
B&M;Other exclusives;Make Up;Mixed lips;2023;May;1156;322022
B&M;Other exclusives;Make Up;Setting Spray;2022;Jul;1830;281075
B&M;Estée Lauder Brasil;Make Up;Powders;2021;Dec;4124;912432
B&M;Other exclusives;Make Up;Brows;2023;Apr;3447;559532
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Mar;1148;154958
B&M;LVMH Brasil;Make Up;Brows;2022;Jul;8810;1392196
Online;LVMH Brasil;Make Up;Lip Gloss;2023;Nov;7462;1403386
B&M;Estée Lauder Brasil;Make Up;Blush;2021;Oct;7787;1330927
B&M;Estée Lauder Brasil;Make Up;Primer;2022;Aug;2484;558126
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2023;Apr;5925;727667
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Jun;1525;263824
B&M;Other exclusives;Make Up;Setting Spray;2022;Aug;2309;359540
B&M;Estée Lauder Brasil;Make Up;Foundations;2022;Sep;23640;5934899
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2023;Feb;3546;730230
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Feb;1140;151993
B&M;Estée Lauder Brasil;Make Up;Mascaras;2021;Apr;3797;519815
B&M;Other exclusives;Make Up;Lip Gloss;2021;Oct;1330;161120
B&M;Other exclusives;Make Up;Concealer;2022;Jun;3260;545402
B&M;LVMH Brasil;Make Up;Lip Gloss;2023;Jul;6145;1357707
B&M;Estée Lauder Brasil;Skincare;Face cleansers;2023;Jun;3179;654025
Online;Estée Lauder Brasil;Make Up;Foundations;2022;Oct;8823;1961028
B&M;Other exclusives;Make Up;Setting Spray;2021;Sep;1573;187600
B&M;Other exclusives;Make Up;Brows;2023;Mar;3359;534654
B&M;Other exclusives;Make Up;Eye liner;2023;Jul;4278;522719
B&M;Shiseido Brasil;Make Up;Concealer;2021;Dec;8399;1549141
B&M;Other exclusives;Make Up;Setting Spray;2023;May;2114;344716
B&M;Other exclusives;Make Up;Setting Spray;2023;Jun;2062;323722
B&M;Estée Lauder Brasil;Make Up;Highlighter;2023;Dec;3621;1110979
B&M;Other exclusives;Make Up;Concealer;2023;Oct;4526;757416
B&M;LVMH Brasil;Make Up;Mixed Make up;2021;Dec;7325;1402493
Online;Estée Lauder Brasil;Make Up;Lip Gloss;2021;Jun;2182;201964
B&M;Estée Lauder Brasil;Make Up;Concealer;2021;Jul;10657;1619070
B&M;LVMH Brasil;Make Up;Plumpers;2022;Dec;2763;571104
B&M;Other exclusives;Make Up;Make Up Accessories;2021;Oct;1117;149734
B&M;Other exclusives;Make Up;Mascaras;2023;Jul;3981;437019
Online;Estée Lauder Brasil;Make Up;Concealer;2022;Nov;14610;2524437
Online;Other exclusives;Skincare;BC Moisturizer;2023;Apr;1528;93755
B&M;Shiseido Brasil;Make Up;Mascaras;2022;Nov;2163;242636
B&M;LVMH Brasil;Make Up;Brows;2023;Aug;9041;1455321
B&M;Other exclusives;Make Up;Brows;2023;Oct;4171;609761
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Feb;1388;238615
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2022;Nov;5854;674180
B&M;Other exclusives;Skincare;BC Moisturizer;2023;Oct;1673;355293
B&M;LVMH Brasil;Make Up;Brows;2022;Sep;8663;1394289
B&M;L'Oréal Brasil;Make Up;Mascaras;2021;Dec;4271;782268
B&M;LVMH Brasil;Make Up;Brows;2021;Nov;10557;1397899
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Sep;9191;1868426
Online;Other exclusives;Make Up;Mixed Make up;2022;Jul;1354;265146
B&M;Other exclusives;Make Up;Mixed lips;2022;Sep;1100;312754
Online;L'Oréal Brasil;Skincare;Age Specialists;2021;Nov;2948;1256880
Online;Estée Lauder Brasil;Make Up;Mascaras;2022;May;3152;513394
B&M;Other exclusives;Make Up;Concealer;2023;Aug;4489;739607
B&M;Estée Lauder Brasil;Make Up;Primer;2022;Oct;3363;723160
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2022;Dec;7994;929232
B&M;Estée Lauder Brasil;Make Up;Powders;2023;Sep;4519;1324086
B&M;Estée Lauder Brasil;Make Up;Concealer;2023;Sep;10987;2424164
Online;Other exclusives;Skincare;Mixed Skincare;2022;Nov;1092;162926
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Aug;3788;1234485
B&M;Other exclusives;Make Up;Concealer;2021;Jul;3065;445299
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;Jul;2816;709130
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Feb;3504;1024949
B&M;LVMH Brasil;Make Up;Mascaras;2021;Feb;3963;600330
B&M;LVMH Brasil;Make Up;Primer;2021;Nov;3684;491978
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;Sep;3147;788690
B&M;Other exclusives;Make Up;Brows;2023;Jul;4440;592923
Online;Other exclusives;Make Up;Powders;2021;Sep;2068;346397
B&M;L'Oréal Brasil;Make Up;Mascaras;2022;Nov;5465;864245
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2023;Sep;9759;1462756
B&M;LVMH Brasil;Make Up;Concealer;2022;Dec;4977;1140265
B&M;Estée Lauder Brasil;Make Up;Highlighter;2023;Jul;2645;691675
Online;Other exclusives;Make Up;Powders;2023;Dec;2012;437597
B&M;LVMH Brasil;Make Up;Mixed Make up;2023;Dec;6818;1903456
B&M;Other exclusives;Make Up;Foundations;2021;Jun;2554;516588
Online;Other exclusives;Make Up;Lip liner;2023;Nov;1504;128316
B&M;LVMH Brasil;Skincare;Age Specialists;2023;Nov;3287;2015420
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;Oct;3422;814625
B&M;LVMH Brasil;Make Up;Brows;2023;Jun;8816;1392886
B&M;Shiseido Brasil;Make Up;Mascaras;2023;Dec;2291;381004
B&M;Estée Lauder Brasil;Make Up;Powders;2022;Dec;5501;1381069
B&M;Estée Lauder Brasil;Make Up;Lip Gloss;2023;Dec;10738;1670692
B&M;Estée Lauder Brasil;Make Up;Foundations;2021;Jul;21113;4043590
B&M;Other exclusives;Make Up;Make Up Accessories;2022;Apr;1067;148522
Online;Other exclusives;Make Up;Foundations;2021;Oct;1418;204976
B&M;Estée Lauder Brasil;Make Up;Mixed lips;2022;Nov;2036;283486
B&M;Estée Lauder Brasil;Skincare;Moisturizing;2023;Dec;3860;1398556
Online;Estée Lauder Brasil;Make Up;Lipstick;2023;Oct;12005;1349170
Online;Estée Lauder Brasil;Skincare;Moisturizing;2021;Mar;4004;583343
B&M;L'Oréal Brasil;Make Up;Mascaras;2023;Dec;5392;1122004
B&M;LVMH Brasil;Make Up;Brows;2022;May;8342;1299839
B&M;Estée Lauder Brasil;Make Up;Setting Spray;2021;Jan;2469;365027
B&M;Other exclusives;Make Up;Concealer;2021;Oct;2363;362650
Online;Other exclusives;Make Up;Highlighter;2023;Oct;1881;307087
B&M;Estée Lauder Brasil;Make Up;Blush;2022;Apr;9257;1716113
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Aug;1174;177453
B&M;Estée Lauder Brasil;Make Up;Powders;2022;Oct;4517;1075357
B&M;Other exclusives;Make Up;Make Up Accessories;2023;Jan;1478;248570
B&M;Other exclusives;Make Up;Lip Gloss;2022;Jan;1205;140415
B&M;Estée Lauder Brasil;Make Up;Highlighter;2022;Jun;2568;652068
B&M;Estée Lauder Brasil;Make Up;Foundations;2021;Sep;18299;3724937
B&M;Estée Lauder Brasil;Make Up;Concealer;2023;Jun;11597;2334386
Online;Estée Lauder Brasil;Make Up;Mascaras;2022;Dec;3222;447426
B&M;Other exclusives;Make Up;Brows;2022;Aug;3060;478801
Online;LVMH Brasil;Make Up;Bronzers;2021;Nov;2252;325572
B&M;Other exclusives;Make Up;Concealer;2021;Dec;3887;611805
B&M;LVMH Brasil;Make Up;Concealer;2023;Nov;6736;1453498
B&M;Other exclusives;Make Up;Setting Spray;2023;Mar;1924;311736
B&M;Other exclusives;Make Up;Mascaras;2023;Nov;4196;501931
B&M;Other exclusives;Skincare;Face cleansers;2023;Nov;3332;432072
Online;Estée Lauder Brasil;Make Up;Lipstick;2021;Jul;10106;826508
