Channel;Company;Category;Subcategory;Year;Month;U;$
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Jan;100;1985
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Feb;106;1976
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Mar;274;2290
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Apr;141;2840
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;May;42;1061
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Jun;27;764
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Jul;21;540
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Aug;1;31
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Sep;10;261
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Oct;20;478
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Nov;28;685
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2019;Dec;28;695
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Jan;37;779
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Feb;38;737
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Mar;57;1235
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Apr;20;455
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;May;105;2471
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Jun;90;2231
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Jul;109;2639
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Aug;54;1327
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Sep;783;14973
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Oct;92;2142
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Nov;77;1867
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2020;Dec;168;2603
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Jan;25;633
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Feb;45;1102
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Mar;81;1943
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Apr;89;2185
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;May;54;1430
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Jun;36;966
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Jul;56;1424
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Aug;57;1463
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Sep;31;769
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Oct;27;591
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Nov;21;510
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2021;Dec;17;439
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Jan;25;624
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Feb;33;810
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Mar;12;305
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Apr;12;323
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;May;19;446
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Jun;38;878
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Jul;40;928
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Aug;19;491
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Sep;34;849
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Oct;23;558
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Nov;63;1502
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Dec;22;562
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Jan;12;316
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Feb;16;366
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Mar;24;575
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Apr;18;478
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;May;29;793
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Jun;12;319
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Jul;20;497
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Aug;8;243
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Jan;30;1173
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Feb;53;1728
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Mar;37;1240
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Apr;49;1749
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;May;1;47
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Jul;5;218
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Aug;105;3232
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Sep;19;778
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Oct;5;129
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Nov;6;156
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2019;Dec;9;351
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Jan;68;2269
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Feb;118;3610
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Mar;87;3111
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Apr;113;4688
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;May;262;9638
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Jun;126;5455
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Jul;182;6505
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Aug;87;3405
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Sep;70;3318
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Oct;125;4322
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Nov;88;3343
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2020;Dec;69;2376
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Jan;25;823
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Feb;67;2376
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Mar;82;2990
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Apr;60;1834
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;May;23;1089
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Jun;21;1023
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Jul;52;2222
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Aug;28;1496
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Sep;32;1295
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Oct;33;1401
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Nov;80;3228
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2021;Dec;58;2386
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Jan;33;1280
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Feb;21;907
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Mar;24;1079
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Apr;24;903
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;May;17;736
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Jun;46;1645
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Jul;54;1931
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Aug;41;1387
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Sep;48;1716
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Oct;23;894
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Nov;61;2390
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2022;Dec;56;1893
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Jan;9;520
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Feb;9;415
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Mar;14;460
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Apr;7;248
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;May;6;239
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Jun;2;85
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Moisturizer;2023;Jul;2;54
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Jan;17;530
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Feb;32;722
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Mar;14;458
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Apr;30;851
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;May;26;706
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Jun;12;410
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Jul;24;700
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Aug;24;700
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Sep;11;341
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Oct;6;167
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Nov;6;155
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2019;Dec;7;209
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Jan;44;619
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Feb;60;1381
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Mar;88;1949
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Apr;20;568
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;May;4;66
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Jun;4;392
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Jul;2;77
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Aug;1;98
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Sep;7;211
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Oct;14;377
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Nov;81;2477
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2020;Dec;43;1049
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Jan;17;418
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Feb;53;864
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Mar;28;732
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Apr;32;797
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;May;26;886
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Jun;49;1654
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Jul;59;1864
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Aug;24;799
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Sep;101;1276
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Oct;59;1172
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Nov;66;1945
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2021;Dec;58;1870
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Jan;42;1290
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Feb;45;1378
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Mar;22;654
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Apr;42;1150
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;May;29;766
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Jun;57;1668
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Jul;29;849
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Aug;41;1121
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Sep;53;1342
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Oct;46;1127
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Nov;134;3553
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Dec;19;647
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Jan;7;365
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Feb;5;171
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Mar;19;637
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Apr;16;596
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;May;11;502
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Jun;37;971
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Jul;7;321
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Aug;18;654
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2023;Sep;20;712
Online;Ahava;Skincare;Age Specialists;2019;Jan;28;5120
Online;Ahava;Skincare;Age Specialists;2019;Feb;26;4260
Online;Ahava;Skincare;Age Specialists;2019;Mar;35;6243
Online;Ahava;Skincare;Age Specialists;2019;Apr;25;4221
Online;Ahava;Skincare;Age Specialists;2019;May;18;3706
Online;Ahava;Skincare;Age Specialists;2019;Jun;24;4789
Online;Ahava;Skincare;Age Specialists;2019;Jul;36;7258
Online;Ahava;Skincare;Age Specialists;2019;Aug;24;5751
Online;Ahava;Skincare;Age Specialists;2019;Sep;19;4468
Online;Ahava;Skincare;Age Specialists;2019;Oct;14;3316
Online;Ahava;Skincare;Age Specialists;2019;Nov;18;3954
Online;Ahava;Skincare;Age Specialists;2019;Dec;31;6305
Online;Ahava;Skincare;Age Specialists;2020;Jan;22;4197
Online;Ahava;Skincare;Age Specialists;2020;Feb;15;2837
Online;Ahava;Skincare;Age Specialists;2020;Mar;21;4770
Online;Ahava;Skincare;Age Specialists;2020;Apr;32;7629
Online;Ahava;Skincare;Age Specialists;2020;May;29;6733
Online;Ahava;Skincare;Age Specialists;2020;Jun;22;6833
Online;Ahava;Skincare;Age Specialists;2020;Jul;27;6894
Online;Ahava;Skincare;Age Specialists;2020;Aug;19;4570
Online;Ahava;Skincare;Age Specialists;2020;Sep;9;5907
Online;Ahava;Skincare;Age Specialists;2020;Oct;5;1306
Online;Ahava;Skincare;Age Specialists;2020;Nov;1;278
Online;Ahava;Skincare;Age Specialists;2020;Dec;5;1153
Online;Ahava;Skincare;Age Specialists;2021;Jan;3;937
Online;Ahava;Skincare;Age Specialists;2021;Feb;4;1212
Online;Ahava;Skincare;Age Specialists;2021;Mar;7;2382
Online;Ahava;Skincare;Age Specialists;2021;Apr;7;2636
Online;Ahava;Skincare;Age Specialists;2021;May;6;1803
Online;Ahava;Skincare;Age Specialists;2021;Jun;7;2315
Online;Ahava;Skincare;Age Specialists;2021;Jul;2;691
Online;Ahava;Skincare;Age Specialists;2021;Aug;4;1158
Online;Ahava;Skincare;Age Specialists;2021;Sep;2;708
Online;Ahava;Skincare;Age Specialists;2021;Oct;1;2271
Online;Ahava;Skincare;Age Specialists;2021;Nov;3;1044
Online;Ahava;Skincare;Age Specialists;2021;Dec;1;278
Online;Ahava;Skincare;Age Specialists;2022;Jan;2;2529
Online;Ahava;Skincare;Age Specialists;2022;Feb;1;2147
Online;Ahava;Skincare;Age Specialists;2022;Mar;5;602
Online;Ahava;Skincare;BC Feet;2019;Jan;24;585
Online;Ahava;Skincare;BC Feet;2019;Feb;9;216
Online;Ahava;Skincare;BC Feet;2019;Mar;4;87
Online;Ahava;Skincare;BC Feet;2019;Apr;1;36
Online;Ahava;Skincare;BC Feet;2019;May;6;477
Online;Ahava;Skincare;BC Feet;2019;Jun;2;66
Online;Ahava;Skincare;BC Feet;2019;Jul;7;397
Online;Ahava;Skincare;BC Feet;2019;Aug;1;192
Online;Ahava;Skincare;BC Feet;2019;Sep;7;1176
Online;Ahava;Skincare;BC Feet;2019;Oct;1;192
Online;Ahava;Skincare;BC Feet;2019;Nov;2;355
Online;Ahava;Skincare;BC Feet;2019;Dec;2;324
Online;Ahava;Skincare;BC Feet;2020;Feb;5;881
Online;Ahava;Skincare;BC Feet;2020;Mar;1;178
Online;Ahava;Skincare;BC Feet;2020;Apr;15;2023
Online;Ahava;Skincare;BC Feet;2020;May;3;567
Online;Ahava;Skincare;BC Feet;2020;Jun;1;192
Online;Ahava;Skincare;BC Feet;2020;Jul;8;1391
Online;Ahava;Skincare;BC Feet;2020;Aug;16;1277
Online;Ahava;Skincare;BC Feet;2020;Sep;3;287
Online;Ahava;Skincare;BC Feet;2020;Oct;15;900
Online;Ahava;Skincare;BC Feet;2020;Nov;3;267
Online;Ahava;Skincare;BC Feet;2020;Dec;2;86
Online;Ahava;Skincare;BC Feet;2021;Jan;6;289
Online;Ahava;Skincare;BC Feet;2021;Feb;2;110
Online;Ahava;Skincare;BC Feet;2021;Mar;2;107
Online;Ahava;Skincare;BC Feet;2021;Apr;3;320
Online;Ahava;Skincare;BC Feet;2021;May;1;49
Online;Ahava;Skincare;BC Feet;2021;Jun;3;154
Online;Ahava;Skincare;BC Feet;2021;Aug;2;244
Online;Ahava;Skincare;BC Feet;2021;Sep;1;66
Online;Ahava;Skincare;BC Feet;2021;Nov;1;222
Online;Ahava;Skincare;BC Feet;2021;Dec;1;209
Online;Ahava;Skincare;BC Firming;2019;Feb;4;544
Online;Ahava;Skincare;BC Firming;2019;Mar;3;458
Online;Ahava;Skincare;BC Firming;2019;Apr;3;386
Online;Ahava;Skincare;BC Firming;2019;May;3;390
Online;Ahava;Skincare;BC Firming;2019;Jun;3;431
Online;Ahava;Skincare;BC Firming;2019;Jul;8;1154
Online;Ahava;Skincare;BC Firming;2019;Sep;7;1106
Online;Ahava;Skincare;BC Firming;2019;Oct;3;491
Online;Ahava;Skincare;BC Firming;2019;Nov;7;940
Online;Ahava;Skincare;BC Firming;2019;Dec;7;1003
Online;Ahava;Skincare;BC Firming;2020;Mar;6;869
Online;Ahava;Skincare;BC Firming;2020;Apr;12;2046
Online;Ahava;Skincare;BC Firming;2020;May;8;1352
Online;Ahava;Skincare;BC Firming;2020;Jun;11;1912
Online;Ahava;Skincare;BC Firming;2020;Jul;3;547
Online;Ahava;Skincare;BC Firming;2020;Aug;4;667
Online;Ahava;Skincare;BC Firming;2021;Feb;4;850
Online;Ahava;Skincare;BC Firming;2021;Mar;2;396
Online;Ahava;Skincare;BC Firming;2021;Apr;7;1366
Online;Ahava;Skincare;BC Firming;2021;May;2;442
Online;Ahava;Skincare;BC Firming;2021;Jul;1;221
Online;Ahava;Skincare;BC Hands;2019;Jan;9;280
Online;Ahava;Skincare;BC Hands;2019;Feb;15;274
Online;Ahava;Skincare;BC Hands;2019;Mar;35;1151
Online;Ahava;Skincare;BC Hands;2019;Apr;22;743
Online;Ahava;Skincare;BC Hands;2019;May;36;1020
Online;Ahava;Skincare;BC Hands;2019;Jun;10;370
Online;Ahava;Skincare;BC Hands;2019;Jul;21;1021
Online;Ahava;Skincare;BC Hands;2019;Aug;16;948
Online;Ahava;Skincare;BC Hands;2019;Sep;2;55
Online;Ahava;Skincare;BC Hands;2019;Oct;8;683
Online;Ahava;Skincare;BC Hands;2019;Nov;12;645
Online;Ahava;Skincare;BC Hands;2019;Dec;2;230
Online;Ahava;Skincare;BC Hands;2020;Jan;3;268
Online;Ahava;Skincare;BC Hands;2020;Feb;3;105
Online;Ahava;Skincare;BC Hands;2020;Mar;9;367
Online;Ahava;Skincare;BC Hands;2020;Apr;22;1545
Online;Ahava;Skincare;BC Hands;2020;May;26;1005
Online;Ahava;Skincare;BC Hands;2020;Jun;2;94
Online;Ahava;Skincare;BC Hands;2020;Jul;14;599
Online;Ahava;Skincare;BC Hands;2020;Aug;14;514
Online;Ahava;Skincare;BC Hands;2020;Sep;8;274
Online;Ahava;Skincare;BC Hands;2020;Oct;7;253
Online;Ahava;Skincare;BC Hands;2020;Nov;7;264
Online;Ahava;Skincare;BC Hands;2020;Dec;4;145
Online;Ahava;Skincare;BC Hands;2021;Jan;2;103
Online;Ahava;Skincare;BC Hands;2021;Feb;5;296
Online;Ahava;Skincare;BC Hands;2021;Mar;2;105
Online;Ahava;Skincare;BC Hands;2021;Apr;8;714
Online;Ahava;Skincare;BC Hands;2021;May;3;163
Online;Ahava;Skincare;BC Hands;2021;Jun;3;142
Online;Ahava;Skincare;BC Hands;2021;Jul;2;123
Online;Ahava;Skincare;BC Hands;2021;Oct;1;125
Online;Ahava;Skincare;BC Hands;2022;Jan;4;614
Online;Ahava;Skincare;BC Hands;2022;Feb;1;146
Online;Ahava;Skincare;BC Hands;2022;Mar;3;245
Online;Ahava;Skincare;BC Hands;2022;Apr;2;269
Online;Ahava;Skincare;BC Hands;2022;May;2;299
Online;Ahava;Skincare;BC Hands;2022;Jun;1;130
Online;Ahava;Skincare;BC Moisturizer;2019;Jan;4;227
Online;Ahava;Skincare;BC Moisturizer;2019;Feb;14;428
Online;Ahava;Skincare;BC Moisturizer;2019;Mar;16;1032
Online;Ahava;Skincare;BC Moisturizer;2019;Apr;31;1152
Online;Ahava;Skincare;BC Moisturizer;2019;May;17;627
Online;Ahava;Skincare;BC Moisturizer;2019;Jun;29;1151
Online;Ahava;Skincare;BC Moisturizer;2019;Jul;27;1801
Online;Ahava;Skincare;BC Moisturizer;2019;Aug;9;960
Online;Ahava;Skincare;BC Moisturizer;2019;Sep;9;607
Online;Ahava;Skincare;BC Moisturizer;2019;Oct;10;421
Online;Ahava;Skincare;BC Moisturizer;2019;Nov;4;448
Online;Ahava;Skincare;BC Moisturizer;2019;Dec;12;1231
Online;Ahava;Skincare;BC Moisturizer;2020;Jan;4;291
Online;Ahava;Skincare;BC Moisturizer;2020;Feb;28;2698
Online;Ahava;Skincare;BC Moisturizer;2020;Mar;4;582
Online;Ahava;Skincare;BC Moisturizer;2020;Apr;36;4605
Online;Ahava;Skincare;BC Moisturizer;2020;May;19;1873
Online;Ahava;Skincare;BC Moisturizer;2020;Jun;10;1170
Online;Ahava;Skincare;BC Moisturizer;2020;Jul;8;1365
Online;Ahava;Skincare;BC Moisturizer;2020;Aug;8;851
Online;Ahava;Skincare;BC Moisturizer;2020;Sep;2;180
Online;Ahava;Skincare;BC Moisturizer;2020;Oct;2;64
Online;Ahava;Skincare;BC Moisturizer;2020;Nov;1;30
Online;Ahava;Skincare;BC Moisturizer;2021;Jan;3;106
Online;Ahava;Skincare;BC Moisturizer;2021;Mar;3;432
Online;Ahava;Skincare;BC Moisturizer;2021;Apr;2;104
Online;Ahava;Skincare;BC Moisturizer;2021;May;3;509
Online;Ahava;Skincare;BC Moisturizer;2021;Jun;3;476
Online;Ahava;Skincare;BC Moisturizer;2021;Jul;4;812
Online;Ahava;Skincare;BC Moisturizer;2021;Aug;4;260
Online;Ahava;Skincare;BC Moisturizer;2021;Oct;4;395
Online;Ahava;Skincare;BC Moisturizer;2021;Dec;7;749
Online;Ahava;Skincare;BC Moisturizer;2022;Jan;1;163
Online;Ahava;Skincare;BC Moisturizer;2022;May;1;236
Online;Ahava;Skincare;BC others;2019;Jan;15;2065
Online;Ahava;Skincare;BC others;2019;Feb;20;936
Online;Ahava;Skincare;BC others;2019;Mar;14;506
Online;Ahava;Skincare;BC others;2019;Apr;9;558
Online;Ahava;Skincare;BC others;2019;May;19;1774
Online;Ahava;Skincare;BC others;2019;Jun;21;1657
Online;Ahava;Skincare;BC others;2019;Jul;46;4366
Online;Ahava;Skincare;BC others;2019;Aug;17;1964
Online;Ahava;Skincare;BC others;2019;Sep;8;726
Online;Ahava;Skincare;BC others;2019;Oct;23;3182
Online;Ahava;Skincare;BC others;2019;Nov;32;3211
Online;Ahava;Skincare;BC others;2019;Dec;19;1124
Online;Ahava;Skincare;BC others;2020;Jan;29;2379
Online;Ahava;Skincare;BC others;2020;Feb;30;2849
Online;Ahava;Skincare;BC others;2020;Mar;24;2377
Online;Ahava;Skincare;BC others;2020;Apr;45;5987
Online;Ahava;Skincare;BC others;2020;May;42;4702
Online;Ahava;Skincare;BC others;2020;Jun;49;7619
Online;Ahava;Skincare;BC others;2020;Jul;25;2387
Online;Ahava;Skincare;BC others;2020;Aug;27;2108
Online;Ahava;Skincare;BC others;2020;Sep;5;297
Online;Ahava;Skincare;BC others;2020;Oct;17;1660
Online;Ahava;Skincare;BC others;2020;Nov;11;735
Online;Ahava;Skincare;BC others;2020;Dec;4;586
Online;Ahava;Skincare;BC others;2021;Jan;9;1132
Online;Ahava;Skincare;BC others;2021;Feb;8;1500
Online;Ahava;Skincare;BC others;2021;Mar;22;3886
Online;Ahava;Skincare;BC others;2021;Apr;9;989
Online;Ahava;Skincare;BC others;2021;May;3;884
Online;Ahava;Skincare;BC others;2021;Jun;8;1315
Online;Ahava;Skincare;BC others;2021;Jul;5;445
Online;Ahava;Skincare;BC others;2021;Aug;4;367
Online;Ahava;Skincare;BC others;2021;Sep;6;933
Online;Ahava;Skincare;BC others;2021;Oct;2;447
Online;Ahava;Skincare;BC others;2022;Jan;5;936
Online;Ahava;Skincare;BC others;2022;Mar;6;555
Online;Ahava;Skincare;Body care Set;2019;Jan;8;564
Online;Ahava;Skincare;Body care Set;2019;Feb;7;531
Online;Ahava;Skincare;Body care Set;2019;Mar;6;438
Online;Ahava;Skincare;Body care Set;2019;May;11;840
Online;Ahava;Skincare;Body care Set;2019;Jun;5;487
Online;Ahava;Skincare;Body care Set;2019;Jul;1;79
Online;Ahava;Skincare;Body care Set;2019;Aug;3;282
Online;Ahava;Skincare;Body care Set;2019;Sep;4;435
Online;Ahava;Skincare;Body care Set;2019;Oct;1;86
Online;Ahava;Skincare;Body care Set;2019;Nov;1;93
Online;Ahava;Skincare;Body care Set;2019;Dec;5;423
Online;Ahava;Skincare;Body care Set;2020;Jan;5;385
Online;Ahava;Skincare;Body care Set;2020;Feb;5;398
